X Y R G B
7.0560986252795015 10.685274579887203 0.114 0 0.886
8.67636900541667 10.255591530317279 0.006 0.001 0.993
7.460821155230472 11.282162591618409 0.018 0 0.982
8.255820591538887 11.761936550221497 0.001 0 0.999
9.750799307223131 10.926185560470376 0 0.002 0.998
9.794580221952538 10.01917120447559 0.001 0.022 0.978
8.712024817691278 10.798060359952995 0.002 0 0.998
8.389830237264704 10.487391233121201 0.008 0 0.992
7.681419843796714 10.629894427756142 0.031 0 0.969
8.749133746956945 11.31417041089982 0.001 0 0.999
8.548001680978366 11.456564288318123 0.001 0 0.999
5.503970112716973 11.297760343710156 0.65 0 0.35
7.843322904210755 11.390612903790869 0.006 0 0.994
8.792548234364842 11.911302022339532 0 0 1
7.567469767879983 12.071311812480843 0.004 0 0.996
10.19146299863159 9.500009833755911 0.001 0.181 0.818
9.245269555148273 11.424900074245269 0 0 1
7.852585928584559 11.357370458232866 0.006 0 0.994
7.238295734057473 11.861464293157164 0.012 0 0.988
7.178834996051875 12.456564612691821 0.006 0 0.994
8.063692033789387 11.129252485051845 0.006 0 0.994
6.994661159906608 11.131021752919503 0.065 0 0.935
9.107091571535307 10.05926421995597 0.003 0.004 0.993
7.720749641566499 9.740276006707226 0.132 0.001 0.867
7.819474254376295 11.004459378224217 0.012 0 0.988
8.293777830499181 11.322519270383179 0.002 0 0.998
8.427632332505734 11.538723061455837 0.001 0 0.999
8.227545987759338 12.580181650235746 0 0 1
8.769923971876793 11.667831100840466 0.001 0 0.999
7.601511613266469 10.875098407875212 0.025 0 0.975
8.409418461070844 11.144807011493217 0.003 0 0.997
6.777722336036699 11.401520875478898 0.069 0 0.931
7.341950123311211 11.672328215488784 0.013 0 0.987
6.905343867017773 12.601290840667462 0.009 0 0.991
7.900172544779602 11.524782076733837 0.004 0 0.996
9.831509282469522 10.435171355736923 0 0.008 0.992
7.574515835313347 11.729337473110535 0.007 0 0.993
7.559032347099232 12.073399558789056 0.004 0 0.996
7.801998129378414 11.368189073258533 0.007 0 0.993
8.815828160790804 11.389971608693273 0.001 0 0.999
8.498071537811219 10.294114131292387 0.009 0.001 0.991
8.968059673270231 10.319915897687022 0.003 0.001 0.996
7.0214799824682705 11.373716197773843 0.042 0 0.958
9.372718171402404 11.833817635519695 0 0 1
6.175122560614107 11.044483976789332 0.361 0 0.639
7.404266873685663 9.242211424975531 0.469 0.002 0.53
6.7077009442239115 11.191591767110031 0.11 0 0.89
7.3121182503750415 11.622064023277137 0.015 0 0.985
9.138396675260955 9.607842436106102 0.007 0.017 0.976
8.35667569662673 11.705516685954274 0.001 0 0.999
6.2319577307209615 11.925215681377118 0.106 0 0.894
6.505585721337644 12.305452443662224 0.035 0 0.965
7.787270416310807 10.597995189561203 0.026 0 0.974
7.949592316737014 10.50954063588249 0.021 0 0.979
7.993016303627582 12.612576930826606 0.001 0 0.999
7.8039614616665975 10.689987682267551 0.021 0 0.979
8.05586376614448 11.473104121775267 0.003 0 0.997
11.076108077281818 9.430727121885493 0 0.671 0.329
9.470325594734216 10.292316415747065 0.001 0.005 0.994
8.323400063524769 11.374361152481642 0.002 0 0.998
9.763468537050215 9.900179928737812 0.001 0.028 0.971
8.688475395083106 11.21637537779152 0.001 0 0.999
7.479667395075405 11.392188846485386 0.014 0 0.986
6.465137133536997 12.033214644923449 0.055 0 0.945
6.9052567164935965 11.298321722980617 0.061 0 0.939
7.240541727820708 11.464651292864158 0.022 0 0.978
9.464858996511504 11.07914390233633 0 0.001 0.999
8.208614911809155 11.97174348561887 0.001 0 0.999
5.60779327946288 11.394627826226131 0.551 0 0.449
8.054036076679646 10.55789023924485 0.015 0 0.985
8.7298897880471 12.2674782711534 0 0 1
9.795961459977558 11.336988179059139 0 0.001 0.999
6.086650908178677 12.616593403569478 0.058 0 0.942
7.707437468655094 11.828139401710162 0.004 0 0.996
8.902956613903555 11.246723808669087 0.001 0 0.999
8.055800160241011 12.427538722257852 0.001 0 0.999
9.46846749060668 11.233525390756448 0 0 0.999
8.852090963107457 12.30964344255155 0 0 1
8.457257678477031 12.084998760136504 0.001 0 0.999
7.8050826267837055 11.2778429020253 0.008 0 0.992
7.67409989347046 10.947218377040487 0.019 0 0.981
6.322497474203505 11.552408050118574 0.146 0 0.854
8.05387184413625 10.609320348075643 0.014 0 0.986
7.785484914208734 12.22686577102365 0.002 0 0.998
8.052868265438683 11.274766384310402 0.005 0 0.995
6.77652419137291 10.580461745419983 0.232 0 0.768
8.143249795244692 11.050002782339805 0.005 0 0.995
15.605655864071686 9.080223647284281 0 1 0
12.512028838125605 8.498636354899585 0 0.998 0.002
14.717925417455499 8.062213106585629 0 1 0
14.936273999610403 8.366465631821663 0 1 0
13.963314676215703 7.588709503169309 0 1 0
14.513606139810252 8.976258093728473 0 1 0
14.500437032146033 8.719105018494181 0 1 0
15.094519644616067 8.033681354665397 0 1 0
13.413207977105133 7.705905707199408 0 1 0
15.438196670489495 8.669971055344986 0 1 0
13.292460911592158 7.836679546932558 0 1 0
15.301709235042937 8.586897202467108 0 1 0
13.83022949045212 8.490185514300777 0 1 0
15.283552625918464 8.369902348936657 0 1 0
14.116802355614253 7.789407919217464 0 1 0
14.180362889998706 8.075482647095724 0 1 0
14.361857339215609 8.278920268845427 0 1 0
15.373625260529423 7.606860468956917 0 1 0
13.908551374821526 7.500226241282418 0 1 0
15.67447753272006 9.05542240645436 0 1 0
14.398408816137039 8.587012580577637 0 1 0
14.14010525694137 8.366567470055633 0 1 0
15.731576945794528 8.686201978751258 0 1 0
13.986460840750672 10.259576552613186 0 0.999 0.001
14.523031237237552 9.061417757650108 0 1 0
15.3970192394784 8.240127361456446 0 1 0
14.486396328016554 7.642425186543949 0 1 0
13.949577410108564 7.8697178785136686 0 1 0
14.638305556716855 8.005371719135896 0 1 0
15.714680701131906 8.830759403090667 0 1 0
14.713842748038669 8.673325304448811 0 1 0
14.709320882841382 7.5557073697287205 0 1 0
14.430826517288516 8.838370936565694 0 1 0
13.17567634833838 8.849216016127379 0 0.999 0.001
13.366916763023916 8.571832702695943 0 1 0
14.602873891503627 8.937986890351866 0 1 0
15.721651769021996 8.117842960334917 0 1 0
15.842456488581597 9.794365259834244 0 1 0
16.09631923687181 9.003900477897362 0 1 0
14.406845194727667 8.332808893876656 0 1 0
15.340291429216842 9.219195602863225 0 1 0
14.25038599748365 8.819771166376121 0 1 0
15.23681495189873 9.44911736555998 0 1 0
13.527244517406125 8.572345687102601 0 1 0
15.275904643147527 8.665380732164463 0 1 0
15.472040377657661 7.811124076735954 0 1 0
14.670671636616996 8.915848032440486 0 1 0
14.78060764818686 7.456488376335145 0 1 0
14.621977266175012 8.920429239950955 0 1 0
14.805540818392469 7.9904638940645185 0 1 0
13.355527155773203 8.22446176496608 0 1 0
16.11846362831017 9.146891561358528 0 1 0
14.776402883142792 7.92540977136623 0 1 0
13.191826077473996 8.358283098164337 0 1 0
13.4209427196733 7.500507927371942 0 1 0
14.160781704185172 7.033103107340109 0 1 0
13.932958253722964 8.469306421702354 0 1 0
13.166783201226213 7.955307658437729 0 1 0
13.7010578222485 7.577720261908333 0 1 0
14.18893447479964 8.974262407418381 0 1 0
15.70300400500781 8.767779558326321 0 1 0
15.304350752148247 8.455311678614528 0 1 0
14.638876441823928 7.597377005587125 0 1 0
12.910890830843783 8.172095704145605 0 1 0
15.59670228712087 9.243102342316826 0 1 0
15.040615381017428 8.145605816213173 0 1 0
14.475394080361866 8.615192697780866 0 1 0
13.813846514436293 8.32108118216858 0 1 0
14.891983683107155 8.301827534369387 0 1 0
15.861215854175263 8.46396414790776 0 1 0
14.809277649502636 8.897753682493935 0 1 0
13.666964434280548 9.057773383403438 0 1 0
14.464989290789106 8.501750882239625 0 1 0
14.869613736693324 8.827518766032263 0 1 0
15.151663474360724 7.6053678045616575 0 1 0
15.621034481965681 8.77701388936799 0 1 0
15.007099995993798 8.970269939888869 0 1 0
14.084936859299152 8.991870903981443 0 1 0
14.422621649943604 8.496841871655082 0 1 0
16.236084652047253 7.720297741781179 0 1 0
13.942185941664153 7.873726433317785 0 1 0
15.763394365423148 8.018328243457916 0 1 0
14.316637292501062 8.484666820527972 0 1 0
13.028930800713526 8.411675991916635 0 1 0
14.219899849970023 7.88475073187513 0 1 0
15.700756716484483 9.195484768694877 0 1 0
13.499350678374494 8.50552771130401 0 1 0
15.226409027799718 8.670024216861098 0 1 0
15.100156895363927 8.423569643702274 0 1 0
14.80480913720735 7.723854835062959 0 1 0
16.61186807489134 8.733786355154805 0 1 0
13.522851488553577 8.83000996015449 0 1 0
15.71141213448557 8.8523812311835 0 1 0
16.4718041615012 8.623702513781568 0 1 0
15.381230281517075 8.524256973763363 0 1 0
15.187215094044412 7.63908725528964 0 1 0
14.69535628237664 8.660314442295583 0 1 0
15.102233706882812 7.731866994711687 0 1 0
14.732685146525231 8.547598399513628 0 1 0
13.525148576968505 7.992982853093446 0 1 0
4.306735550538969 10.72801655879301 0 0 0
8.002131216155846 11.06764928365516 0 0 0
14.565387575195857 8.441248963154244 0 0 0
